2010-07-16,0.04951,,,,,
2010-07-17,0.04951,,,,,
2010-07-18,0.08584,,,,,
2010-07-19,0.0808,,,,,
2010-07-20,0.07474,,,,,
2010-07-21,0.07921,,,,,
2010-07-22,0.0505,,,,,
2010-07-23,0.06262,,,,,
2010-07-24,0.05454,,,,,
2010-07-25,0.0505,,,,,
2010-07-26,0.056,,,,,
2010-07-27,0.06,,,,,
2010-07-28,0.0589,,,,,
2010-07-29,0.0699,,,,,
2010-07-30,0.0627,,,,,
2010-07-31,0.06785,,,,,
2010-08-01,0.0611,,,,,
2010-08-02,0.06,,,,,
2010-08-03,0.06,,,,,
2010-08-04,0.057,,,,,
2010-08-05,0.061,,,,,
2010-08-06,0.0623,,,,,
2010-08-07,0.059,,,,,
2010-08-08,0.0609,,,,,
2010-08-09,0.071,,,,,
2010-08-10,0.07,,,,,
2010-08-11,0.067,,,,,
2010-08-12,0.07,,,,,
2010-08-13,0.0645,,,,,
2010-08-14,0.067,,,,,
2010-08-15,0.06529,,,,,
2010-08-16,0.0655,,,,,
2010-08-17,0.07,,,,,
2010-08-18,0.068,,,,,
2010-08-19,0.0667,,,,,
2010-08-20,0.0655,,,,,
2010-08-21,0.0664,,,,,
2010-08-22,0.066,,,,,
2010-08-23,0.06491,,,,,
2010-08-24,0.065,,,,,
2010-08-25,0.0648,,,,,
2010-08-26,0.064,,,,,
2010-08-27,0.065,,,,,
2010-08-28,0.0641,,,,,
2010-08-29,0.064,,,,,
2010-08-30,0.06497,,,,,
2010-08-31,0.06,,,,,
2010-09-01,0.0629,,,,,
2010-09-02,0.0634,,,,,
2010-09-03,0.06085,,,,,
2010-09-04,0.06238,,,,,
2010-09-05,0.0616,,,,,
2010-09-06,0.0616,,,,,
2010-09-07,0.061,,,,,
2010-09-08,0.062,,,,,
2010-09-09,0.06111,,,,,
2010-09-10,0.0618,,,,,
2010-09-11,0.06366,,,,,
2010-09-12,0.0615,,,,,
2010-09-13,0.06219,,,,,
2010-09-14,0.06199,,,,,
2010-09-15,0.0604,,,,,
2010-09-16,0.0619,,,,,
2010-09-17,0.059,,,,,
2010-09-18,0.061,,,,,
2010-09-19,0.0627,,,,,
2010-09-20,0.0621,,,,,
2010-09-21,0.06265,,,,,
2010-09-22,0.0622,,,,,
2010-09-23,0.06231,,,,,
2010-09-24,0.0622,,,,,
2010-09-25,0.06202,,,,,
2010-09-26,0.062,,,,,
2010-09-27,0.0622,,,,,
2010-09-28,0.0619,,,,,
2010-09-29,0.06191,,,,,
2010-09-30,0.0619,,,,,
2010-10-01,0.06197,,,,,
2010-10-02,0.0614,,,,,
2010-10-03,0.06111,,,,,
2010-10-04,0.0613,,,,,
2010-10-05,0.0614,,,,,
2010-10-06,0.06281,,,,,
2010-10-07,0.067,,,,,
2010-10-08,0.08685,,,,,
2010-10-09,0.0938,,,,,
2010-10-10,0.0965,,,,,
2010-10-11,0.095,,,,,
2010-10-12,0.0949,,,,,
2010-10-13,0.105,,,,,
2010-10-14,0.102,,,,,
2010-10-15,0.105,,,,,
2010-10-16,0.101,,,,,
2010-10-17,0.102,,,,,
2010-10-18,0.1024,,,,,
2010-10-19,0.097,,,,,
2010-10-20,0.099,,,,,
2010-10-21,0.107,,,,,
2010-10-22,0.1025,,,,,
2010-10-23,0.1055,,,,,
2010-10-24,0.115,,,,,
2010-10-25,0.132,,,,,
2010-10-26,0.1503,,,,,
2010-10-27,0.1877,,,,,
2010-10-28,0.1731,,,,,
2010-10-29,0.19,,,,,
2010-10-30,0.1989,,,,,
